"Hard and Soft Credit : Constituent : JHAS ID","Hard and Soft Credit : Constituent : Date of Most Recent Gift","Hard and Soft Credit : Constituent : Date of Most Recent Pledge"
"10242585","2/28/2001",""
"10242586","2/26/2001",""
"10242587","2/26/2001",""
"10242625","12/9/2021",""
"10242625","12/9/2021",""
"10242625","12/9/2021",""
"10242625","12/9/2021",""
"10242625","12/9/2021",""
"10242714","9/21/2008",""
"10242716","12/27/2000",""
"10242989","12/20/2000",""
"10243082","1/4/2002",""
"10243082","1/4/2002",""
"10243307","","10/24/2000"
"10243307","","10/24/2000"
"10243563","1/8/2001",""
"10243507","1/13/2001",""
"10243778","1/11/2001",""
"10243782","1/12/2001",""
"10243783","1/12/2001",""
"10243786","1/15/2001",""
"10243798","1/12/2001",""
"10243611","1/11/2001",""
"10243615","1/12/2001",""
"10243618","1/12/2001",""
"10243623","1/13/2001",""
"10243673","1/16/2001",""
"10243674","1/18/2001",""
"10243677","1/18/2001",""
"10243678","1/18/2001",""
"10243685","1/11/2001",""
"10243700","1/15/2001",""
"10243933","","10/26/2000"
"10243933","","10/26/2000"
"10243978","1/17/2001",""
"10243980","1/17/2001",""
"10243990","3/8/2022",""
"10244331","12/29/2024",""
"10244331","12/29/2024",""
"10244371","12/12/2006","6/9/2021"
"10244371","12/12/2006","6/9/2021"
"10244371","12/12/2006","6/9/2021"
"10244209","12/12/2000",""
"10244211","8/28/2014",""
"10244224","12/8/2000",""
"10244226","12/9/2000",""
"10244561","1/18/2001",""
"10244587","1/19/2001",""
"10244587","1/19/2001",""
"10244588","12/17/2018","10/29/2004"
"10244588","12/17/2018","10/29/2004"
"10244588","12/17/2018","10/29/2004"
"10244588","12/17/2018","10/29/2004"
"10244588","12/17/2018","10/29/2004"
"10244588","12/17/2018","10/29/2004"
"10244588","12/17/2018","10/29/2004"
"10244588","12/17/2018","10/29/2004"
"10244588","12/17/2018","10/29/2004"
"10244588","12/17/2018","10/29/2004"
"10244589","11/12/2002",""
"10244590","1/18/2001",""
"10244592","1/19/2001",""
"10244593","1/19/2001",""
"10244598","9/23/2010",""
"10244413","1/18/2001",""
"10244414","1/18/2001",""
"10244415","3/19/2001",""
"10244415","3/19/2001",""
"10244416","3/19/2001",""
"10244416","3/19/2001",""
"10244417","2/8/2001",""
"10244418","2/8/2001",""
"10314446","2/12/2001",""
"10314451","6/11/2021",""
"10314465","2/23/2001",""
"10314467","2/23/2001",""
"10314709","8/22/2018",""
"10314709","8/22/2018",""
"10314709","8/22/2018",""
"10314709","8/22/2018",""
"10314709","8/22/2018",""
"10314710","8/22/2018",""
"10314710","8/22/2018",""
"10314710","8/22/2018",""
"10314710","8/22/2018",""
"10314710","8/22/2018",""
"10314713","1/20/2001",""
"10314932","12/30/2000",""
"10315115","11/21/2024","1/17/2001"
"10315115","11/21/2024","1/17/2001"
"10315115","11/21/2024","1/17/2001"
"10315115","11/21/2024","1/17/2001"
"10315262","9/23/2021","12/3/2008"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315295","10/16/2017","9/23/2009"
"10315238","","2/18/2001"
"10315238","","2/18/2001"
"10315739","11/13/2001",""
"10315783","3/12/2014",""
"10315807","","1/3/2003"
"10315807","","1/3/2003"
"10315807","","1/3/2003"
"10315807","","1/3/2003"
"10315866","12/18/2024","12/16/2024"
"10315866","12/18/2024","12/16/2024"
"10315910","1/26/2001",""
"10315911","1/26/2001",""
"10315912","1/20/2001",""
"10315914","1/24/2001",""
"10315915","1/24/2001",""
"10315916","1/18/2001",""
"10315917","1/30/2001",""
"10315990","1/19/2001",""
"10315991","1/12/2001",""
"10315829","1/31/2001",""
"10315830","1/31/2001",""
"10315831","2/5/2001",""
"10316535","8/15/2001",""
"10316869","12/27/2007",""
"10316869","12/27/2007",""
"10316880","11/13/2001","10/10/2003"
"10316880","11/13/2001","10/10/2003"
"10316880","11/13/2001","10/10/2003"
"10316880","11/13/2001","10/10/2003"
"10316880","11/13/2001","10/10/2003"
"10316881","12/8/2004",""
"10317013","","10/12/2003"
"10317013","","10/12/2003"
"10317013","","10/12/2003"
"10317013","","10/12/2003"
"10317013","","10/12/2003"
"10317013","","10/12/2003"
"10317015","","10/11/2001"
"10317015","","10/11/2001"
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317168","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317172","11/30/2023",""
"10317294","12/16/2004",""
"10317311","","8/24/2008"
"10317311","","8/24/2008"
"10317311","","8/24/2008"
"10317311","","8/24/2008"
"10317311","","8/24/2008"
"10317311","","8/24/2008"
"10317311","","8/24/2008"
"10317311","","8/24/2008"
"10317365","5/29/2001",""
"10317400","","6/26/2001"
"10317400","","6/26/2001"
"10317400","","6/26/2001"
"10317420","8/21/2018",""
"10317420","8/21/2018",""
"10317420","8/21/2018",""
"10317420","8/21/2018",""
"10317420","8/21/2018",""
"10317420","8/21/2018",""
"10317433","1/10/2005",""
"10317466","9/2/2011",""
"10317466","9/2/2011",""
"10317468","9/2/2011",""
"10317468","9/2/2011",""
"10317483","6/7/2001",""
"10317486","6/7/2001",""
"10317533","1/2/2018",""
"10317533","1/2/2018",""
"10317559","5/5/2006",""
"10317559","5/5/2006",""
"10317795","11/17/2002",""
"10317795","11/17/2002",""
"10317797","1/7/2002",""
"10317818","","10/11/2001"
"10317818","","10/11/2001"
"10318213","11/21/2006","10/30/2013"
"10318213","11/21/2006","10/30/2013"
"10318213","11/21/2006","10/30/2013"
"10318213","11/21/2006","10/30/2013"
"10318213","11/21/2006","10/30/2013"
"10318213","11/21/2006","10/30/2013"
"10318213","11/21/2006","10/30/2013"
"10318213","11/21/2006","10/30/2013"
"10318234","2/19/2019",""
"10318241","1/25/2016","2/24/2015"
"10318241","1/25/2016","2/24/2015"
"10318241","1/25/2016","2/24/2015"
"10318241","1/25/2016","2/24/2015"
"10318241","1/25/2016","2/24/2015"
"10318241","1/25/2016","2/24/2015"
"10318241","1/25/2016","2/24/2015"
"10318241","1/25/2016","2/24/2015"
"10318241","1/25/2016","2/24/2015"
"10318241","1/25/2016","2/24/2015"
"10318241","1/25/2016","2/24/2015"
"10318241","1/25/2016","2/24/2015"
"10318241","1/25/2016","2/24/2015"
"10318241","1/25/2016","2/24/2015"
"10318241","1/25/2016","2/24/2015"
"10318241","1/25/2016","2/24/2015"
"10318241","1/25/2016","2/24/2015"
"10318242","6/3/2006",""
"10318242","6/3/2006",""
"10318656","6/18/2019","12/13/2009"
"10318656","6/18/2019","12/13/2009"
"10318656","6/18/2019","12/13/2009"
"10318656","6/18/2019","12/13/2009"
"10318656","6/18/2019","12/13/2009"
"10318656","6/18/2019","12/13/2009"
"10318656","6/18/2019","12/13/2009"
"10318656","6/18/2019","12/13/2009"
"10318656","6/18/2019","12/13/2009"
"10318656","6/18/2019","12/13/2009"
"10318729","12/29/2022",""
"10318744","8/7/2001",""
"10318753","8/20/2001",""
"10318754","11/7/2007",""
"10318755","6/6/2001",""
"10318756","8/20/2001",""
"10318848","8/21/2018",""
"10318848","8/21/2018",""
"10318848","8/21/2018",""
"10318848","8/21/2018",""
"10318848","8/21/2018",""
"10318848","8/21/2018",""
"10318849","6/6/2001",""
"10318862","8/14/2001",""
"10318863","8/14/2001",""
"10318969","1/24/2025","11/14/2010"
"10318969","1/24/2025","11/14/2010"
"10319081","9/12/2001",""
"10319083","2/28/2008",""
"10319083","2/28/2008",""
"10319128","5/13/2016",""
"10319135","10/10/2023",""
"10319135","10/10/2023",""
"10319194","11/15/2017",""
"10319194","11/15/2017",""
"10319405","","12/14/2003"
"10319405","","12/14/2003"
"10319406","","12/14/2003"
"10319406","","12/14/2003"
"10319719","10/17/2001",""
"10319882","3/3/2004",""
"10319882","3/3/2004",""
"10319993","","10/8/2009"
"10319993","","10/8/2009"
"10319993","","10/8/2009"
"10319993","","10/8/2009"
"10319993","","10/8/2009"
"10320249","11/13/2001",""
"10320330","8/9/2023",""
"10320418","12/10/2016",""
"10320572","12/31/2006","9/22/2001"
"10320603","12/10/2024","12/22/2024"
"10320624","11/14/2022",""
"10320712","4/5/2006",""
"10320712","4/5/2006",""
"10320713","4/5/2006",""
"10320727","11/15/2001",""
"10320766","10/18/2010",""
"10320766","10/18/2010",""
"10320766","10/18/2010",""
"10320766","10/18/2010",""
"10320766","10/18/2010",""
"10320886","3/23/2015","1/30/2005"
"10320886","3/23/2015","1/30/2005"
"10320886","3/23/2015","1/30/2005"
"10320886","3/23/2015","1/30/2005"
"10320886","3/23/2015","1/30/2005"
"10320886","3/23/2015","1/30/2005"
"10320962","12/11/2007","11/14/2008"
"10320962","12/11/2007","11/14/2008"
"10320962","12/11/2007","11/14/2008"
"10376427","8/19/2022","2/20/2005"
"10376427","8/19/2022","2/20/2005"
"10376427","8/19/2022","2/20/2005"
"10376427","8/19/2022","2/20/2005"
"10376427","8/19/2022","2/20/2005"
"10376427","8/19/2022","2/20/2005"
"10376427","8/19/2022","2/20/2005"
"10376427","8/19/2022","2/20/2005"
"10376427","8/19/2022","2/20/2005"
"10376427","8/19/2022","2/20/2005"
"10376427","8/19/2022","2/20/2005"
"10376501","12/9/2019",""
"10376501","12/9/2019",""
"10376501","12/9/2019",""
"10376678","11/26/2024",""
"10376678","11/26/2024",""
"10376678","11/26/2024",""
"10376678","11/26/2024",""
"10376678","11/26/2024",""
"10376678","11/26/2024",""
"10376679","11/26/2024",""
"10376679","11/26/2024",""
"10376754","5/4/2002",""
"10376874","4/5/2006",""
"10377361","","12/19/2001"
"10377361","","12/19/2001"
"10377377","12/21/2005",""
"10377377","12/21/2005",""
"10377401","12/27/2021","3/1/2023"
"10377401","12/27/2021","3/1/2023"
"10377401","12/27/2021","3/1/2023"
"10377401","12/27/2021","3/1/2023"
"10377243","3/29/2004",""
"10377261","3/11/2018",""
"10377261","3/11/2018",""
"10377261","3/11/2018",""
"10377483","","11/17/2002"
"10377483","","11/17/2002"
"10377483","","11/17/2002"
"10377483","","11/17/2002"
"10377483","","11/17/2002"
"10377793","4/27/2007","1/14/2007"
"10377694","1/8/2009",""
"10377694","1/8/2009",""
"10377694","1/8/2009",""
"10377883","8/23/2023",""
"10377883","8/23/2023",""
"10377919","10/13/2001",""
"10377955","1/22/2007",""
"10377959","1/15/2002",""
"10377963","7/6/2002",""
"10377964","7/6/2002",""
"10378063","4/14/2017",""
"10378302","3/4/2024","3/26/2015"
"10378377","12/30/2003",""
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378388","10/21/2024","5/7/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378390","1/10/2023","6/9/2022"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
"10378391","7/7/2021","2/6/2023"
