"Hard and Soft Credit : Constituent : JHAS ID","Hard and Soft Credit : Constituent : Date of Most Recent Gift","Hard and Soft Credit : Constituent : Date of Most Recent Pledge"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025199","9/13/2010","10/11/2009"
"10025200","","1/16/1996"
"10025200","","1/16/1996"
"10025202","2/24/1999",""
"10025202","2/24/1999",""
"10025207","12/8/2009","9/15/2008"
"10025207","12/8/2009","9/15/2008"
"10025207","12/8/2009","9/15/2008"
"10025207","12/8/2009","9/15/2008"
"10025207","12/8/2009","9/15/2008"
"10025207","12/8/2009","9/15/2008"
"10025207","12/8/2009","9/15/2008"
"10025207","12/8/2009","9/15/2008"
"10025207","12/8/2009","9/15/2008"
"10025207","12/8/2009","9/15/2008"
"10025207","12/8/2009","9/15/2008"
"10025207","12/8/2009","9/15/2008"
"10025207","12/8/2009","9/15/2008"
"10025207","12/8/2009","9/15/2008"
"10025207","12/8/2009","9/15/2008"
"10025207","12/8/2009","9/15/2008"
"10025207","12/8/2009","9/15/2008"
"10025207","12/8/2009","9/15/2008"
"10025208","","2/27/2004"
"10025208","","2/27/2004"
"10025214","2/26/2025","4/26/2009"
"10025214","2/26/2025","4/26/2009"
"10025214","2/26/2025","4/26/2009"
"10025214","2/26/2025","4/26/2009"
"10025214","2/26/2025","4/26/2009"
"10025214","2/26/2025","4/26/2009"
"10025214","2/26/2025","4/26/2009"
"10025219","","1/16/1996"
"10025219","","1/16/1996"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025220","7/13/2009","10/23/2007"
"10025224","6/22/2011","3/10/2008"
"10025224","6/22/2011","3/10/2008"
"10025224","6/22/2011","3/10/2008"
"10025224","6/22/2011","3/10/2008"
"10025224","6/22/2011","3/10/2008"
"10025224","6/22/2011","3/10/2008"
"10025224","6/22/2011","3/10/2008"
"10025224","6/22/2011","3/10/2008"
"10025224","6/22/2011","3/10/2008"
"10025225","9/21/2010","3/28/2011"
"10025225","9/21/2010","3/28/2011"
"10025225","9/21/2010","3/28/2011"
"10025225","9/21/2010","3/28/2011"
"10025225","9/21/2010","3/28/2011"
"10025225","9/21/2010","3/28/2011"
"10025225","9/21/2010","3/28/2011"
"10025225","9/21/2010","3/28/2011"
"10025225","9/21/2010","3/28/2011"
"10025225","9/21/2010","3/28/2011"
"10025225","9/21/2010","3/28/2011"
"10025225","9/21/2010","3/28/2011"
"10025225","9/21/2010","3/28/2011"
"10025225","9/21/2010","3/28/2011"
"10025225","9/21/2010","3/28/2011"
"10025225","9/21/2010","3/28/2011"
"10025225","9/21/2010","3/28/2011"
"10025225","9/21/2010","3/28/2011"
"10025228","8/31/2007","10/25/2006"
"10025228","8/31/2007","10/25/2006"
"10025228","8/31/2007","10/25/2006"
"10025228","8/31/2007","10/25/2006"
"10025228","8/31/2007","10/25/2006"
"10025228","8/31/2007","10/25/2006"
"10025228","8/31/2007","10/25/2006"
"10025228","8/31/2007","10/25/2006"
"10025228","8/31/2007","10/25/2006"
"10025228","8/31/2007","10/25/2006"
"10025228","8/31/2007","10/25/2006"
"10025271","12/1/2003","10/24/2006"
"10025271","12/1/2003","10/24/2006"
"10025271","12/1/2003","10/24/2006"
"10025271","12/1/2003","10/24/2006"
"10025271","12/1/2003","10/24/2006"
"10025271","12/1/2003","10/24/2006"
"10025271","12/1/2003","10/24/2006"
"10025271","12/1/2003","10/24/2006"
"10025271","12/1/2003","10/24/2006"
"10025271","12/1/2003","10/24/2006"
"10025275","","2/4/1997"
"10025275","","2/4/1997"
"10025278","11/13/2000","10/30/2000"
"10025278","11/13/2000","10/30/2000"
"10025278","11/13/2000","10/30/2000"
"10025278","11/13/2000","10/30/2000"
"10025278","11/13/2000","10/30/2000"
"10025278","11/13/2000","10/30/2000"
"10025278","11/13/2000","10/30/2000"
"10025278","11/13/2000","10/30/2000"
"10025278","11/13/2000","10/30/2000"
"10025295","11/4/2003",""
"10025295","11/4/2003",""
"10025315","","1/16/1996"
"10025315","","1/16/1996"
"10025329","1/2/2007","3/24/2004"
"10025329","1/2/2007","3/24/2004"
"10025329","1/2/2007","3/24/2004"
"10025329","1/2/2007","3/24/2004"
"10025329","1/2/2007","3/24/2004"
"10025329","1/2/2007","3/24/2004"
"10025329","1/2/2007","3/24/2004"
"10025329","1/2/2007","3/24/2004"
"10025329","1/2/2007","3/24/2004"
"10025329","1/2/2007","3/24/2004"
"10025329","1/2/2007","3/24/2004"
"10025329","1/2/2007","3/24/2004"
"10025329","1/2/2007","3/24/2004"
"10025329","1/2/2007","3/24/2004"
"10025329","1/2/2007","3/24/2004"
"10025329","1/2/2007","3/24/2004"
"10025332","","1/11/1996"
"10025332","","1/11/1996"
"10025334","10/18/2019","10/26/2000"
"10025334","10/18/2019","10/26/2000"
"10025334","10/18/2019","10/26/2000"
"10025334","10/18/2019","10/26/2000"
"10025334","10/18/2019","10/26/2000"
"10025334","10/18/2019","10/26/2000"
"10025334","10/18/2019","10/26/2000"
"10025413","11/1/2000",""
"10025413","11/1/2000",""
"10025414","","1/16/1996"
"10025414","","1/16/1996"
"10025416","12/7/1996","10/9/2003"
"10025416","12/7/1996","10/9/2003"
"10025416","12/7/1996","10/9/2003"
"10025416","12/7/1996","10/9/2003"
"10025416","12/7/1996","10/9/2003"
"10025416","12/7/1996","10/9/2003"
"10025416","12/7/1996","10/9/2003"
"10025416","12/7/1996","10/9/2003"
"10025416","12/7/1996","10/9/2003"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025418","12/4/2012","12/8/2007"
"10025419","","1/16/1996"
"10025419","","1/16/1996"
"10025420","7/11/2012","1/16/1996"
"10025420","7/11/2012","1/16/1996"
"10025420","7/11/2012","1/16/1996"
"10025420","7/11/2012","1/16/1996"
"10025421","2/13/2021","4/7/2002"
"10025421","2/13/2021","4/7/2002"
"10025421","2/13/2021","4/7/2002"
"10025421","2/13/2021","4/7/2002"
"10025421","2/13/2021","4/7/2002"
"10025421","2/13/2021","4/7/2002"
"10025421","2/13/2021","4/7/2002"
"10025421","2/13/2021","4/7/2002"
"10025421","2/13/2021","4/7/2002"
"10025421","2/13/2021","4/7/2002"
"10025422","","6/11/2012"
"10025422","","6/11/2012"
"10025422","","6/11/2012"
"10025422","","6/11/2012"
"10025435","12/26/2023","1/21/2007"
"10025435","12/26/2023","1/21/2007"
"10025435","12/26/2023","1/21/2007"
"10025445","1/22/1996","8/23/2011"
"10025445","1/22/1996","8/23/2011"
"10025445","1/22/1996","8/23/2011"
"10025445","1/22/1996","8/23/2011"
"10025445","1/22/1996","8/23/2011"
"10025445","1/22/1996","8/23/2011"
"10025445","1/22/1996","8/23/2011"
"10025445","1/22/1996","8/23/2011"
"10025445","1/22/1996","8/23/2011"
"10025445","1/22/1996","8/23/2011"
"10025466","6/19/2018","1/16/1996"
"10025466","6/19/2018","1/16/1996"
"10025466","6/19/2018","1/16/1996"
"10025468","1/30/1997",""
"10025549","","2/3/1997"
"10025549","","2/3/1997"
"10025559","10/1/2001","10/19/1998"
"10025559","10/1/2001","10/19/1998"
"10025559","10/1/2001","10/19/1998"
"10025559","10/1/2001","10/19/1998"
"10025559","10/1/2001","10/19/1998"
"10025559","10/1/2001","10/19/1998"
"10025559","10/1/2001","10/19/1998"
"10025559","10/1/2001","10/19/1998"
"10025559","10/1/2001","10/19/1998"
"10025560","","11/26/2007"
"10025560","","11/26/2007"
"10025560","","11/26/2007"
"10025560","","11/26/2007"
"10025560","","11/26/2007"
"10025560","","11/26/2007"
"10025560","","11/26/2007"
"10025560","","11/26/2007"
"10025560","","11/26/2007"
"10025562","","10/7/1998"
"10025562","","10/7/1998"
"10025615","12/24/2003",""
"10025615","12/24/2003",""
"10025615","12/24/2003",""
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025616","6/26/2024","6/18/2004"
"10025652","1/2/1996","10/23/1997"
"10025670","9/25/2006",""
"10025698","5/30/1996","7/12/1998"
"10025698","5/30/1996","7/12/1998"
"10025698","5/30/1996","7/12/1998"
"10025701","9/19/2024",""
"10025743","1/2/2024","2/24/2009"
"10025743","1/2/2024","2/24/2009"
"10025743","1/2/2024","2/24/2009"
"10025743","1/2/2024","2/24/2009"
"10025743","1/2/2024","2/24/2009"
"10025743","1/2/2024","2/24/2009"
"10025743","1/2/2024","2/24/2009"
"10025743","1/2/2024","2/24/2009"
"10025743","1/2/2024","2/24/2009"
"10025743","1/2/2024","2/24/2009"
"10025743","1/2/2024","2/24/2009"
"10025743","1/2/2024","2/24/2009"
"10025744","8/11/2017","3/3/2004"
"10025744","8/11/2017","3/3/2004"
"10025744","8/11/2017","3/3/2004"
"10025744","8/11/2017","3/3/2004"
"10025744","8/11/2017","3/3/2004"
"10025744","8/11/2017","3/3/2004"
"10025744","8/11/2017","3/3/2004"
"10025791","2/2/1997","10/25/1998"
"10025791","2/2/1997","10/25/1998"
"10025791","2/2/1997","10/25/1998"
"10025791","2/2/1997","10/25/1998"
"10025791","2/2/1997","10/25/1998"
"10025791","2/2/1997","10/25/1998"
"10025791","2/2/1997","10/25/1998"
"10025810","","1/18/1996"
"10025810","","1/18/1996"
"10025849","","1/18/1996"
"10025849","","1/18/1996"
"10025899","1/26/1996",""
"10025901","1/16/1996",""
"10026081","1/9/1995",""
"10026142","9/20/2023","7/1/1998"
"10026142","9/20/2023","7/1/1998"
"10026142","9/20/2023","7/1/1998"
"10026142","9/20/2023","7/1/1998"
"10026142","9/20/2023","7/1/1998"
"10026159","2/24/1996","9/12/2005"
"10026159","2/24/1996","9/12/2005"
"10026199","12/13/2018","12/21/1999"
"10026372","","12/12/2000"
"10026372","","12/12/2000"
"10026487","3/16/2021",""
"10026517","3/19/1996",""
"10026520","3/20/1996",""
"10026523","3/28/1996",""
"10026525","4/1/1996",""
"10026551","8/12/2020",""
"10026551","8/12/2020",""
"10026631","4/21/1996",""
"10026654","3/15/2010",""
"10026654","3/15/2010",""
"10026654","3/15/2010",""
"10026654","3/15/2010",""
"10026654","3/15/2010",""
"10026654","3/15/2010",""
"10026654","3/15/2010",""
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026768","12/28/2015","12/8/2003"
"10026780","4/11/1996",""
"10026808","4/29/1996",""
"10026821","3/26/2012",""
"10026822","4/17/1996",""
"10026823","5/3/1996",""
"10026824","4/26/1996",""
"10026825","6/21/2007",""
"10026825","6/21/2007",""
"10026826","4/17/1996",""
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026846","12/31/2017","10/18/2015"
"10026871","5/8/1996",""
"10026934","4/29/1996",""
"10026935","8/9/2004",""
"10026935","8/9/2004",""
"10026936","5/3/1996",""
"10026937","4/26/1996",""
"10026938","4/29/1996",""
"10026990","1/26/2015",""
"10026990","1/26/2015",""
"10026990","1/26/2015",""
"10026990","1/26/2015",""
"10026990","1/26/2015",""
"10026992","8/15/2011",""
"10026993","8/9/1999",""
"10026993","8/9/1999",""
"10027129","1/9/2023",""
"10027137","12/3/2000",""
"10027137","12/3/2000",""
"10027155","3/2/2009",""
"10130538","5/10/1996",""
"10130538","5/10/1996",""
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130546","10/1/2009","9/22/2009"
"10130886","6/3/1996",""
"10130895","9/10/2012",""
"10130895","9/10/2012",""
"10131019","4/8/2004","3/15/2000"
"10131019","4/8/2004","3/15/2000"
"10131019","4/8/2004","3/15/2000"
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131206","2/11/2019",""
"10131083","4/26/2023","3/19/2024"
"10131083","4/26/2023","3/19/2024"
"10131347","5/1/2019","2/27/2022"
"10131347","5/1/2019","2/27/2022"
"10131347","5/1/2019","2/27/2022"
"10131347","5/1/2019","2/27/2022"
"10131347","5/1/2019","2/27/2022"
"10131347","5/1/2019","2/27/2022"
"10131347","5/1/2019","2/27/2022"
"10131347","5/1/2019","2/27/2022"
"10131347","5/1/2019","2/27/2022"
"10131347","5/1/2019","2/27/2022"
"10131324","2/5/2013",""
"10131324","2/5/2013",""
"10131532","10/11/2018","2/4/1997"
"10131532","10/11/2018","2/4/1997"
"10131532","10/11/2018","2/4/1997"
"10131536","9/20/2012","9/26/1999"
"10131536","9/20/2012","9/26/1999"
"10131536","9/20/2012","9/26/1999"
"10131536","9/20/2012","9/26/1999"
"10131536","9/20/2012","9/26/1999"
"10131536","9/20/2012","9/26/1999"
"10131536","9/20/2012","9/26/1999"
"10131540","12/5/1997",""
"10131548","1/19/2021",""
"10131548","1/19/2021",""
"10131548","1/19/2021",""
"10131548","1/19/2021",""
"10131548","1/19/2021",""
"10131548","1/19/2021",""
"10131548","1/19/2021",""
"10131548","1/19/2021",""
"10131554","","10/11/2001"
"10131554","","10/11/2001"
"10131444","10/27/2003",""
"10131562","10/27/2003",""
"10131568","9/30/2019",""
"10131568","9/30/2019",""
"10131569","2/27/2023","6/6/2021"
"10131569","2/27/2023","6/6/2021"
"10131569","2/27/2023","6/6/2021"
"10131569","2/27/2023","6/6/2021"
"10131569","2/27/2023","6/6/2021"
"10131569","2/27/2023","6/6/2021"
"10131569","2/27/2023","6/6/2021"
"10131464","2/1/2023",""
"10131481","1/28/1997",""
"10131491","4/16/2015","6/9/2016"
"10131742","3/26/2018","7/11/2017"
"10131754","","3/10/2019"
"10131754","","3/10/2019"
"10131754","","3/10/2019"
"10131754","","3/10/2019"
"10131754","","3/10/2019"
"10131754","","3/10/2019"
"10131754","","3/10/2019"
"10131754","","3/10/2019"
"10131754","","3/10/2019"
"10131754","","3/10/2019"
"10131754","","3/10/2019"
"10131754","","3/10/2019"
"10131754","","3/10/2019"
"10131754","","3/10/2019"
"10131754","","3/10/2019"
"10131754","","3/10/2019"
"10131614","12/17/2001","10/12/2003"
"10131614","12/17/2001","10/12/2003"
"10131614","12/17/2001","10/12/2003"
"10131614","12/17/2001","10/12/2003"
"10131614","12/17/2001","10/12/2003"
"10131614","12/17/2001","10/12/2003"
"10131614","12/17/2001","10/12/2003"
"10131614","12/17/2001","10/12/2003"
"10131674","10/25/2018",""
"10131675","11/4/2024","3/8/2004"
"10131675","11/4/2024","3/8/2004"
"10131675","11/4/2024","3/8/2004"
"10131675","11/4/2024","3/8/2004"
"10131675","11/4/2024","3/8/2004"
"10131675","11/4/2024","3/8/2004"
"10131675","11/4/2024","3/8/2004"
"10131675","11/4/2024","3/8/2004"
"10131675","11/4/2024","3/8/2004"
"10131675","11/4/2024","3/8/2004"
"10131675","11/4/2024","3/8/2004"
"10131675","11/4/2024","3/8/2004"
"10131675","11/4/2024","3/8/2004"
"10131675","11/4/2024","3/8/2004"
"10131675","11/4/2024","3/8/2004"
"10131675","11/4/2024","3/8/2004"
"10131676","10/9/2024",""
"10131925","10/13/2016","10/30/2000"
"10131925","10/13/2016","10/30/2000"
"10131925","10/13/2016","10/30/2000"
"10131925","10/13/2016","10/30/2000"
"10131925","10/13/2016","10/30/2000"
"10131925","10/13/2016","10/30/2000"
"10131925","10/13/2016","10/30/2000"
"10131925","10/13/2016","10/30/2000"
"10131925","10/13/2016","10/30/2000"
"10131925","10/13/2016","10/30/2000"
"10131925","10/13/2016","10/30/2000"
"10131925","10/13/2016","10/30/2000"
"10131925","10/13/2016","10/30/2000"
"10131925","10/13/2016","10/30/2000"
"10131925","10/13/2016","10/30/2000"
"10132133","1/17/2024",""
"10132341","5/21/1996",""
"10132368","12/7/1996",""
"10132368","12/7/1996",""
"10132271","5/18/2005","2/12/2007"
"10132883","6/8/2001",""
"10132883","6/8/2001",""
"10132883","6/8/2001",""
"10132883","6/8/2001",""
"10133063","10/6/2018",""
"10133063","10/6/2018",""
"10133063","10/6/2018",""
"10133063","10/6/2018",""
"10133063","10/6/2018",""
"10133063","10/6/2018",""
"10133063","10/6/2018",""
"10133063","10/6/2018",""
"10133063","10/6/2018",""
"10133063","10/6/2018",""
"10133186","","7/8/1996"
"10133186","","7/8/1996"
"10133199","10/7/2015",""
"10133208","8/15/2024","5/3/2012"
"10133208","8/15/2024","5/3/2012"
"10133208","8/15/2024","5/3/2012"
"10133282","6/17/2015",""
"10133341","9/24/2010",""
"10133417","9/20/2005","2/7/2012"
"10133417","9/20/2005","2/7/2012"
"10133417","9/20/2005","2/7/2012"
"10133417","9/20/2005","2/7/2012"
"10133417","9/20/2005","2/7/2012"
"10133421","2/4/2005","2/13/2004"
"10133421","2/4/2005","2/13/2004"
"10133421","2/4/2005","2/13/2004"
"10133421","2/4/2005","2/13/2004"
"10133421","2/4/2005","2/13/2004"
"10133421","2/4/2005","2/13/2004"
"10133421","2/4/2005","2/13/2004"
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133425","11/17/2024",""
"10133445","","10/13/1998"
"10133445","","10/13/1998"
"10133445","","10/13/1998"
"10133445","","10/13/1998"
"10133518","12/8/2001",""
"10133544","10/6/2024","9/13/2024"
"10133544","10/6/2024","9/13/2024"
"10133595","12/20/2013","1/12/2009"
"10133694","8/30/1996",""
"10133809","2/10/2005",""
"10133809","2/10/2005",""
"10133809","2/10/2005",""
"10133887","","5/4/2004"
"10133887","","5/4/2004"
"10133897","9/9/1996",""
"10134157","9/12/2019",""
"10134157","9/12/2019",""
"10134157","9/12/2019",""
"10134157","9/12/2019",""
"10134157","9/12/2019",""
"10134157","9/12/2019",""
"10134157","9/12/2019",""
"10134187","12/30/2005",""
"10134187","12/30/2005",""
"10134187","12/30/2005",""
"10134187","12/30/2005",""
"10134187","12/30/2005",""
"10134187","12/30/2005",""
"10134187","12/30/2005",""
"10134310","11/29/2006","10/13/1998"
"10134310","11/29/2006","10/13/1998"
"10134310","11/29/2006","10/13/1998"
"10134351","11/26/2024",""
"10134351","11/26/2024",""
"10134351","11/26/2024",""
"10134351","11/26/2024",""
"10134351","11/26/2024",""
"10134351","11/26/2024",""
"10134351","11/26/2024",""
"10134351","11/26/2024",""
"10134351","11/26/2024",""
"10134351","11/26/2024",""
"10134351","11/26/2024",""
"10134351","11/26/2024",""
"10134351","11/26/2024",""
"10134351","11/26/2024",""
"10134351","11/26/2024",""
