"Hard and Soft Credit : Constituent : JHAS ID","Credit Amount","Fiscal Years"
"10149059","35.00","Prior FYs"
"10149059","25.00","Prior FYs"
"10149059","10.00","Prior FYs"
"10149059","10.00","Prior FYs"
"10149059","10.00","Prior FYs"
"10149059","25.00","Prior FYs"
"10149059","25.00","Prior FYs"
"10149059","30.00","Prior FYs"
"10149059","30.00","Prior FYs"
"10149059","25.00","Prior FYs"
"10149059","40.00","Prior FYs"
"10149059","40.00","Prior FYs"
"10149059","40.00","Prior FYs"
"10149059","40.00","Prior FYs"
"10149059","35.00","Prior FYs"
"10149059","25.00","Prior FYs"
"10149059","30.00","Prior FYs"
"10149059","25.00","Prior FYs"
"10149059","40.00","Prior FYs"
"10149059","35.00","Prior FYs"
"10149059","25.00","Prior FYs"
"10149061","50.00","Prior FYs"
"10149061","50.00","Prior FYs"
"10149061","25.00","Prior FYs"
"10149062","25.00","Prior FYs"
"10149062","25.00","Prior FYs"
"10149062","25.00","Prior FYs"
"10149062","25.00","Prior FYs"
"10149062","25.00","Prior FYs"
"10149062","25.00","Prior FYs"
"10149062","25.00","Prior FYs"
"10149062","25.00","Prior FYs"
"10149062","25.00","Prior FYs"
"10149263","20.00","Prior FYs"
"10149263","10.00","Prior FYs"
"10149263","10.00","Prior FYs"
"10149263","10.00","Prior FYs"
"10149263","20.00","Prior FYs"
"10149263","10.00","Prior FYs"
"10149263","20.00","Prior FYs"
"10149263","20.00","Prior FYs"
"10149263","10.00","Prior FYs"
"10149263","10.00","Prior FYs"
"10149264","25.00","Prior FYs"
"10149264","20.00","Prior FYs"
"10149264","50.00","Prior FYs"
"10149264","100.00","Prior FYs"
"10149264","50.00","Prior FYs"
"10149264","25.00","Prior FYs"
"10149264","20.00","Prior FYs"
"10149264","100.00","Prior FYs"
"10149264","50.00","Prior FYs"
"10149264","50.00","Prior FYs"
"10149264","10.00","Prior FYs"
"10149264","25.00","Prior FYs"
"10149264","50.00","Prior FYs"
"10149264","25.00","Prior FYs"
"10149264","25.00","Prior FYs"
"10149264","50.00","Prior FYs"
"10149264","25.00","Prior FYs"
"10149264","25.00","Prior FYs"
"10149264","25.00","Prior FYs"
"10149264","25.00","Prior FYs"
"10149264","25.00","Prior FYs"
"10149264","50.00","Prior FYs"
"10149264","25.00","Prior FYs"
"10149264","80.00","Prior FYs"
"10149264","50.00","Prior FYs"
"10149264","50.00","Prior FYs"
"10149264","50.00","Prior FYs"
"10149264","50.00","Prior FYs"
"10149264","50.00","Prior FYs"
"10149264","50.00","Prior FYs"
"10149264","25.00","Prior FYs"
"10149264","50.00","Prior FYs"
"10149264","50.00","Prior FYs"
"10149264","50.00","Prior FYs"
"10149264","30.00","Prior FYs"
"10149264","15.00","Prior FYs"
"10149264","50.00","Prior FYs"
"10149264","25.00","Prior FYs"
"10149264","25.00","Prior FYs"
"10149275","12.00","Prior FYs"
"10149275","17.00","Prior FYs"
"10149275","20.00","Prior FYs"
"10149275","25.00","Prior FYs"
"10149275","5.00","Prior FYs"
"10149275","100.00","Prior FYs"
"10149275","25.00","Prior FYs"
"10149275","45.00","Prior FYs"
"10149275","25.00","Prior FYs"
"10149275","100.00","Prior FYs"
"10149275","50.00","Prior FYs"
"10149275","50.00","Prior FYs"
"10149311","75.00","Prior FYs"
"10149311","100.00","Prior FYs"
"10149317","100000.00","Prior FYs"
"10149317","800.00","Prior FYs"
"10149317","500.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","300.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","80.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","65.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","25.00","Prior FYs"
"10149317","10.00","Prior FYs"
"10149317","50.00","Prior FYs"
"10149317","40.00","Prior FYs"
"10149317","500.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","20.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","50.00","Prior FYs"
"10149317","40.00","Prior FYs"
"10149317","50.00","Prior FYs"
"10149317","10.00","Prior FYs"
"10149317","25.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","50.00","Prior FYs"
"10149317","30.00","Prior FYs"
"10149317","25.00","Prior FYs"
"10149317","50.00","Prior FYs"
"10149317","25.00","Prior FYs"
"10149317","25.00","Prior FYs"
"10149317","35.00","Prior FYs"
"10149317","110.00","Prior FYs"
"10149317","75.00","Prior FYs"
"10149317","20.00","Prior FYs"
"10149317","25.00","Prior FYs"
"10149317","75.00","Prior FYs"
"10149317","20.00","Prior FYs"
"10149317","25.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","15.00","Prior FYs"
"10149317","5000.00","Prior FYs"
"10149317","60.00","Prior FYs"
"10149317","200.00","Prior FYs"
"10149317","10000.00","Prior FYs"
"10149317","60.00","Prior FYs"
"10149317","60.00","Prior FYs"
"10149317","200.00","Prior FYs"
"10149317","35000.00","Prior FYs"
"10149317","200.00","Prior FYs"
"10149317","60.00","Prior FYs"
"10149317","60.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","2.00","Prior FYs"
"10149317","25.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","1.00","Prior FYs"
"10149317","85.00","Prior FYs"
"10149317","25.00","Prior FYs"
"10149317","500.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","10.00","Prior FYs"
"10149317","10.00","Prior FYs"
"10149317","1000.00","Prior FYs"
"10149317","25000.00","Prior FYs"
"10149317","20.00","Prior FYs"
"10149317","20.00","Prior FYs"
"10149317","6000.00","Prior FYs"
"10149317","25.00","Prior FYs"
"10149317","200.00","Prior FYs"
"10149317","1.00","Prior FYs"
"10149317","60.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","1000.00","Prior FYs"
"10149317","25.00","Prior FYs"
"10149317","10.00","Prior FYs"
"10149317","500.00","Prior FYs"
"10149317","750.00","Prior FYs"
"10149317","25.00","Prior FYs"
"10149317","20.00","Prior FYs"
"10149317","10.00","Prior FYs"
"10149317","5344.38","Prior FYs"
"10149317","1000.00","Prior FYs"
"10149317","300.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","1500.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","80.00","Prior FYs"
"10149317","119.00","Prior FYs"
"10149317","10.00","Prior FYs"
"10149317","5000.00","Prior FYs"
"10149317","125.00","Prior FYs"
"10149317","5.00","Prior FYs"
"10149317","10.00","Prior FYs"
"10149317","3000.00","Prior FYs"
"10149317","200.00","Prior FYs"
"10149317","500.00","Prior FYs"
"10149317","2000.00","Prior FYs"
"10149317","5.00","Prior FYs"
"10149317","1000.00","Prior FYs"
"10149317","25.19","Prior FYs"
"10149317","250.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","40.00","Prior FYs"
"10149317","15000.00","Prior FYs"
"10149317","20000.00","Prior FYs"
"10149317","50.00","Prior FYs"
"10149317","25.00","Prior FYs"
"10149317","2000.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","50000.00","Prior FYs"
"10149317","11.00","Prior FYs"
"10149317","25.00","Prior FYs"
"10149317","2000.00","Prior FYs"
"10149317","15.00","Prior FYs"
"10149317","5.00","Prior FYs"
"10149317","1000.00","Prior FYs"
"10149317","15.00","Prior FYs"
"10149317","50.00","Prior FYs"
"10149317","1000.00","Prior FYs"
"10149317","200.00","Prior FYs"
"10149317","25000.00","Prior FYs"
"10149317","25.00","Prior FYs"
"10149317","2000.00","Prior FYs"
"10149317","200.00","Prior FYs"
"10149317","1000.00","Prior FYs"
"10149317","50.00","Prior FYs"
"10149317","500.00","Prior FYs"
"10149317","145.00","Prior FYs"
"10149317","15600.00","Prior FYs"
"10149317","2000.00","Prior FYs"
"10149317","40.00","Prior FYs"
"10149317","500.00","Prior FYs"
"10149317","500.00","Prior FYs"
"10149317","965.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","1000.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","2000.00","Prior FYs"
"10149317","50.00","Prior FYs"
"10149317","1000.00","Prior FYs"
"10149317","2000.00","Prior FYs"
"10149317","2000.00","Prior FYs"
"10149317","50.00","Prior FYs"
"10149317","282.98","Prior FYs"
"10149317","1000.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","25.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","50.00","Prior FYs"
"10149317","500.00","Prior FYs"
"10149317","10.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","25.00","Prior FYs"
"10149317","6000.00","Prior FYs"
"10149317","20.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","500.00","Prior FYs"
"10149317","20.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","50.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","125.00","Prior FYs"
"10149317","50.00","Prior FYs"
"10149317","300.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","119.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","50.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","100.00","Prior FYs"
"10149317","100.00","This FY"
"10149317","100.00","Prior FYs"
"10149317","100.00","This FY"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149317","19.00","Prior FYs"
"10149329","100.00","Prior FYs"
"10149329","100.00","Prior FYs"
"10149329","100.00","Prior FYs"
"10149221","86025.00","Prior FYs"
"10149221","50.00","Prior FYs"
"10149225","200.00","Prior FYs"
"10149245","50.00","Prior FYs"
"10149245","50.00","Prior FYs"
"10149245","50.00","Prior FYs"
"10149245","50.00","Prior FYs"
"10149245","50.00","Prior FYs"
"10149245","50.00","Prior FYs"
"10149245","50.00","Prior FYs"
"10149245","50.00","Prior FYs"
"10149245","50.00","Prior FYs"
"10149245","50.00","Prior FYs"
"10149599","25.00","Prior FYs"
"10149599","20.00","Prior FYs"
"10149418","25.00","Prior FYs"
"10149690","250.00","Prior FYs"
"10149712","10000.00","Prior FYs"
"10149722","25.00","Prior FYs"
"10149722","25.00","Prior FYs"
"10149775","1350.00","Prior FYs"
"10149807","18.00","Prior FYs"
"10149615","500.00","Prior FYs"
"10149616","4950.00","Prior FYs"
"10149616","50.00","Prior FYs"
"10149958","10.00","Prior FYs"
"10149958","25.00","Prior FYs"
"10149958","25.00","Prior FYs"
"10149959","200.00","Prior FYs"
"10149959","2591.00","Prior FYs"
"10149959","100.00","Prior FYs"
"10149959","559.74","Prior FYs"
"10149959","100.00","Prior FYs"
"10149959","500.08","Prior FYs"
"10149959","100.00","Prior FYs"
"10149959","16000.00","Prior FYs"
"10149959","100.00","Prior FYs"
"10149959","100.00","Prior FYs"
"10149959","100.00","Prior FYs"
"10149959","22055.00","Prior FYs"
"10149959","2945.00","Prior FYs"
"10149962","50.00","Prior FYs"
"10149962","50.00","Prior FYs"
"10149962","50.00","Prior FYs"
"10149976","25.00","Prior FYs"
"10149976","25.00","Prior FYs"
"10149977","10.00","Prior FYs"
"10149977","15.00","Prior FYs"
"10149977","15.00","Prior FYs"
"10149977","10.00","Prior FYs"
"10149978","30.00","Prior FYs"
"10149978","30.00","Prior FYs"
"10149979","20.00","Prior FYs"
"10149979","20.00","Prior FYs"
"10149979","25.00","Prior FYs"
"10149809","100.00","Prior FYs"
"10150076","20.00","Prior FYs"
"10150083","11000.00","Prior FYs"
"10150165","10.00","Prior FYs"
"10150165","10.00","Prior FYs"
"10150165","15.00","Prior FYs"
"10150165","25.00","Prior FYs"
"10150165","15.00","Prior FYs"
"10150165","10.00","Prior FYs"
"10150165","25.00","Prior FYs"
"10150165","25.00","Prior FYs"
"10150173","250.00","Prior FYs"
"10150173","250.00","Prior FYs"
"10150173","500.00","Prior FYs"
"10150173","50.00","Prior FYs"
"10150040","50.00","Prior FYs"
"10150040","50.00","Prior FYs"
"10150040","50.00","Prior FYs"
"10150040","50.00","Prior FYs"
"10150040","100.00","Prior FYs"
"10150040","25.00","Prior FYs"
"10150040","25.00","Prior FYs"
"10150303","1200.00","Prior FYs"
"10150303","1000.00","Prior FYs"
"10150303","1000.00","Prior FYs"
"10150303","1000.00","Prior FYs"
"10150303","2000.00","Prior FYs"
"10150226","35.00","Prior FYs"
"10150226","50.00","Prior FYs"
"10150226","35.00","Prior FYs"
"10150226","50.00","Prior FYs"
"10150226","12.50","Prior FYs"
"10150226","12.50","Prior FYs"
"10150226","25.00","Prior FYs"
"10150226","50.00","Prior FYs"
"10150226","50.00","Prior FYs"
"10150227","10.00","Prior FYs"
"10150227","5.00","Prior FYs"
"10150227","5.00","Prior FYs"
"10150227","5.00","Prior FYs"
"10150227","10.00","Prior FYs"
"10150227","5.00","Prior FYs"
"10150227","5.00","Prior FYs"
"10150227","5.00","Prior FYs"
"10150229","20000.00","Prior FYs"
"10150229","150.00","Prior FYs"
"10150229","500.00","Prior FYs"
"10150229","500.00","Prior FYs"
"10150229","10000.00","Prior FYs"
"10150229","10000.00","Prior FYs"
"10150229","150.00","Prior FYs"
"10150229","100.00","Prior FYs"
"10150229","100.00","Prior FYs"
"10150229","100.00","Prior FYs"
"10150229","150.00","Prior FYs"
"10150229","200.00","Prior FYs"
"10150229","500.00","Prior FYs"
"10150229","500.00","Prior FYs"
"10150229","500.00","Prior FYs"
"10150229","500.00","Prior FYs"
"10150229","1000.00","Prior FYs"
"10150229","1000.00","Prior FYs"
"10150229","1000.00","Prior FYs"
"10150229","500.00","Prior FYs"
"10150229","1500.00","Prior FYs"
"10150229","80.00","Prior FYs"
"10150229","2000.00","Prior FYs"
"10150229","2000.00","Prior FYs"
"10150229","5000.00","Prior FYs"
"10150229","5000.00","Prior FYs"
"10150229","5000.00","Prior FYs"
"10150229","5000.00","Prior FYs"
"10150229","5500.00","Prior FYs"
"10150229","5500.00","Prior FYs"
"10150229","5000.00","Prior FYs"
"10150229","5000.00","Prior FYs"
"10150230","50.00","Prior FYs"
"10150234","250.00","Prior FYs"
"10150234","150.00","Prior FYs"
"10150234","250.00","Prior FYs"
"10150234","150.00","Prior FYs"
"10150234","50.00","Prior FYs"
"10150234","250.00","Prior FYs"
"10150234","250.00","Prior FYs"
"10150234","250.00","Prior FYs"
"10150234","250.00","Prior FYs"
"10150234","250.00","Prior FYs"
"10150234","250.00","Prior FYs"
"10150234","250.00","This FY"
"10150236","25.00","Prior FYs"
"10150236","25.00","Prior FYs"
"10150236","50.00","Prior FYs"
"10150236","25.00","Prior FYs"
"10150237","25.00","Prior FYs"
"10150237","25.00","Prior FYs"
"10150237","25.00","Prior FYs"
"10150237","25.00","Prior FYs"
"10150237","25.00","Prior FYs"
"10150237","25.00","Prior FYs"
"10150238","300.00","Prior FYs"
"10150238","300.00","Prior FYs"
"10150240","50.00","Prior FYs"
"10150240","50.00","Prior FYs"
"10150240","50.00","Prior FYs"
"10150240","50.00","Prior FYs"
"10150240","50.00","Prior FYs"
"10150240","50.00","Prior FYs"
"10150240","50.00","Prior FYs"
"10150240","50.00","Prior FYs"
"10150240","50.00","Prior FYs"
"10150240","50.00","Prior FYs"
"10150240","50.00","Prior FYs"
"10150240","50.00","Prior FYs"
"10150240","50.00","Prior FYs"
"10150240","50.00","Prior FYs"
"10150240","50.00","Prior FYs"
"10150240","50.00","Prior FYs"
"10150240","50.00","Prior FYs"
"10150240","25.00","Prior FYs"
"10150240","25.00","Prior FYs"
"10150241","50.00","Prior FYs"
"10150242","100.00","Prior FYs"
"10150450","15.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","10.00","Prior FYs"
"10150450","15.00","Prior FYs"
"10150450","15.00","Prior FYs"
"10150450","15.00","Prior FYs"
"10150450","15.00","Prior FYs"
"10150456","15.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","30.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","30.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","15.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","30.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","30.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","20.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150456","25.00","Prior FYs"
"10150457","25.00","Prior FYs"
"10150457","25.00","Prior FYs"
"10150458","25.00","Prior FYs"
"10150458","25.00","Prior FYs"
"10150460","10.00","Prior FYs"
"10150460","50.00","Prior FYs"
"10150460","400.00","Prior FYs"
"10150460","50.00","Prior FYs"
"10150460","10.00","Prior FYs"
"10150460","150.00","Prior FYs"
"10150460","150.00","Prior FYs"
"10150460","100.00","Prior FYs"
"10150461","25.00","Prior FYs"
"10150461","25.00","Prior FYs"
"10150461","25.00","Prior FYs"
"10150461","25.00","Prior FYs"
"10150461","25.00","Prior FYs"
"10150461","25.00","Prior FYs"
"10150461","25.00","Prior FYs"
"10150461","25.00","Prior FYs"
"10150461","25.00","Prior FYs"
"10150461","25.00","Prior FYs"
"10150461","25.00","Prior FYs"
"10150461","25.00","Prior FYs"
"10150462","10.00","Prior FYs"
"10150462","10.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","25.00","Prior FYs"
"10150463","25.00","Prior FYs"
"10150463","35.00","Prior FYs"
"10150463","25.00","Prior FYs"
"10150463","25.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","25.00","Prior FYs"
"10150463","25.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","25.00","Prior FYs"
"10150463","25.00","Prior FYs"
"10150463","25.00","Prior FYs"
"10150463","35.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","25.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","25.00","Prior FYs"
"10150463","10.00","Prior FYs"
"10150463","25.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","25.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","75.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150463","75.00","Prior FYs"
"10150463","100.00","Prior FYs"
"10150463","25.00","Prior FYs"
"10150463","50.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150464","25.00","Prior FYs"
"10150465","25.00","Prior FYs"
"10150465","25.00","Prior FYs"
"10150465","10.00","Prior FYs"
"10150466","100.00","Prior FYs"
"10150466","150.00","Prior FYs"
"10150466","50.00","Prior FYs"
"10150466","100.00","Prior FYs"
"10150466","100.00","Prior FYs"
"10150467","50.00","Prior FYs"
"10150467","25.00","Prior FYs"
"10150467","100.00","Prior FYs"
"10150467","100.00","Prior FYs"
"10150467","25.00","Prior FYs"
"10150467","100.00","Prior FYs"
"10150467","100.00","Prior FYs"
"10150467","100.00","Prior FYs"
"10150467","100.00","Prior FYs"
"10150467","100.00","Prior FYs"
"10150467","50.00","Prior FYs"
"10150467","50.00","Prior FYs"
"10150467","100.00","Prior FYs"
"10150467","100.00","Prior FYs"
"10150467","50.00","Prior FYs"
"10150467","50.00","Prior FYs"
"10150467","50.00","Prior FYs"
"10150467","50.00","Prior FYs"
"10150467","100.00","Prior FYs"
"10150467","100.00","Prior FYs"
"10150467","50.00","Prior FYs"
"10150467","50.00","Prior FYs"
"10150467","18.00","Prior FYs"
"10150467","50.00","Prior FYs"
"10150468","30.00","Prior FYs"
"10150468","30.00","Prior FYs"
"10150468","50.00","Prior FYs"
"10150468","30.00","Prior FYs"
"10150468","30.00","Prior FYs"
"10150468","30.00","Prior FYs"
"10150468","30.00","Prior FYs"
"10150468","30.00","Prior FYs"
"10150468","50.00","Prior FYs"
"10150468","30.00","Prior FYs"
"10150468","50.00","Prior FYs"
"10150468","30.00","Prior FYs"
"10150468","30.00","Prior FYs"
"10150468","30.00","Prior FYs"
"10150471","5.00","Prior FYs"
"10150471","5.00","Prior FYs"
"10150471","5.00","Prior FYs"
"10150471","5.00","Prior FYs"
"10150471","5.00","Prior FYs"
"10150471","10.00","Prior FYs"
"10150471","10.00","Prior FYs"
"10150471","5.00","Prior FYs"
"10150471","5.00","Prior FYs"
"10150471","5.00","Prior FYs"
"10150471","10.00","Prior FYs"
"10150471","10.00","Prior FYs"
"10150471","5.00","Prior FYs"
"10150471","5.00","Prior FYs"
"10150471","10.00","Prior FYs"
"10150471","10.00","Prior FYs"
"10150471","10.00","Prior FYs"
"10150474","25.00","Prior FYs"
"10150474","50.00","Prior FYs"
"10150474","50.00","Prior FYs"
"10150474","40.00","Prior FYs"
"10150474","25.00","Prior FYs"
"10150474","50.00","Prior FYs"
"10150474","50.00","Prior FYs"
"10150474","25.00","Prior FYs"
"10150474","25.00","Prior FYs"
"10150474","40.00","Prior FYs"
"10150474","50.00","Prior FYs"
"10150474","50.00","Prior FYs"
"10150474","50.00","Prior FYs"
"10150474","50.00","Prior FYs"
"10150475","25.00","Prior FYs"
"10150475","35.00","Prior FYs"
"10150475","25.00","Prior FYs"
"10150475","35.00","Prior FYs"
"10150475","25.00","Prior FYs"
"10150475","25.00","Prior FYs"
"10150476","500.00","Prior FYs"
"10150476","2128.50","Prior FYs"
"10150477","200.00","Prior FYs"
"10150477","100.00","Prior FYs"
"10150477","200.00","Prior FYs"
"10150477","100.00","Prior FYs"
"10150477","125.00","Prior FYs"
"10150477","100.00","Prior FYs"
"10150477","150.00","Prior FYs"
"10150477","318.75","Prior FYs"
"10150477","588.12","Prior FYs"
"10150477","523.13","Prior FYs"
"10150477","529.88","Prior FYs"
"10150477","549.36","Prior FYs"
"10150477","504.36","Prior FYs"
"10150477","1026.56","Prior FYs"
"10150477","1063.85","Prior FYs"
"10150477","5000.00","Prior FYs"
"10150477","1500.00","Prior FYs"
"10150477","100.00","Prior FYs"
"10150477","300.00","Prior FYs"
"10150477","300.00","Prior FYs"
"10150477","100.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
"10150527","10.00","Prior FYs"
