"Hard and Soft Credit : Constituent : JHAS ID","Credit Amount","Fiscal Years"
"13195552","56.00","Prior FYs"
"13195552","83.00","Prior FYs"
"13195552","71.43","Prior FYs"
"13195552","56.00","Prior FYs"
"13195552","83.00","Prior FYs"
"13195552","71.43","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","56.00","Prior FYs"
"13195552","83.00","Prior FYs"
"13195552","71.43","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","56.00","Prior FYs"
"13195552","83.00","Prior FYs"
"13195552","71.43","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","56.00","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","56.00","Prior FYs"
"13195552","71.43","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","56.00","Prior FYs"
"13195552","71.43","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","52.00","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","56.00","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","541.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","62.50","Prior FYs"
"13195552","41.55","Prior FYs"
"13195552","41.59","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.78","Prior FYs"
"13195552","41.74","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.66","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","41.67","Prior FYs"
"13195552","300.00","Prior FYs"
"13194965","25.00","Prior FYs"
"13058818","25.00","Prior FYs"
"13227378","3350.00","Prior FYs"
"12980694","25.00","Prior FYs"
"12980694","25.00","Prior FYs"
"12980694","2500.00","Prior FYs"
"12980694","4200.00","Prior FYs"
"12980694","25.00","Prior FYs"
"12980694","25.00","Prior FYs"
"12675142","75.00","Prior FYs"
"12029664","300.00","Prior FYs"
"13230146","20.00","Prior FYs"
"12843340","15.00","Prior FYs"
"12843340","20.00","Prior FYs"
"12843340","25.00","Prior FYs"
"12843340","15.00","Prior FYs"
"12843340","20.00","Prior FYs"
"13229308","20438.00","Prior FYs"
"13309688","4000.00","Prior FYs"
"13309688","1000.00","Prior FYs"
"13196687","50.19","Prior FYs"
"13347547","100.00","Prior FYs"
"13347547","100.00","Prior FYs"
"13347547","100.00","Prior FYs"
"13347547","100.00","Prior FYs"
"13347547","100.00","Prior FYs"
"13347547","150.00","Prior FYs"
"13347547","100.00","Prior FYs"
"13347547","100.00","Prior FYs"
"12036471","15.00","Prior FYs"
"12236172","25.00","Prior FYs"
"13080633","50.00","Prior FYs"
"13229135","18.00","Prior FYs"
"13080757","200.00","Prior FYs"
"13080904","100.00","Prior FYs"
"13080904","100.00","Prior FYs"
"13080904","350.00","Prior FYs"
"13080904","300.00","Prior FYs"
"13080904","100.00","This FY"
"13080905","45.00","Prior FYs"
"13080906","40.00","Prior FYs"
"13080906","50.00","Prior FYs"
"13080906","40.00","Prior FYs"
"13080906","45.00","Prior FYs"
"13080906","50.00","Prior FYs"
"12831539","20.00","Prior FYs"
"12949123","450.00","Prior FYs"
"13081595","40.00","Prior FYs"
"12236179","15.00","Prior FYs"
"11909396","1000.00","Prior FYs"
"11909396","1000.00","Prior FYs"
"13080759","150.00","Prior FYs"
"13080759","150.00","Prior FYs"
"13080759","150.00","Prior FYs"
"13080754","150.00","Prior FYs"
"13080754","20.00","Prior FYs"
"13080754","150.00","Prior FYs"
"13080754","50.00","Prior FYs"
"13080754","20.00","Prior FYs"
"13080754","150.00","Prior FYs"
"13080754","150.00","Prior FYs"
"13080754","50.00","Prior FYs"
"13080754","20.00","Prior FYs"
"13080754","20.00","Prior FYs"
"13080754","25.00","Prior FYs"
"13080754","50.00","Prior FYs"
"13080754","150.00","Prior FYs"
"13080210","50.00","Prior FYs"
"13080210","100.00","Prior FYs"
"13080210","100.00","Prior FYs"
"13080210","100.00","Prior FYs"
"13080210","50.00","Prior FYs"
"13230293","100.00","This FY"
"13081851","50.00","Prior FYs"
"13081851","50.00","Prior FYs"
"13081851","100.00","Prior FYs"
"13081851","100.00","Prior FYs"
"12756712","40.00","Prior FYs"
"13080314","100.00","Prior FYs"
"13080314","50.00","Prior FYs"
"13080314","25.00","Prior FYs"
"13080314","50.00","Prior FYs"
"13080314","50.00","Prior FYs"
"13080314","50.00","Prior FYs"
"13080314","50.00","Prior FYs"
"13080314","25.00","Prior FYs"
"13080314","25.00","Prior FYs"
"13080314","140.00","Prior FYs"
"13080314","100.00","Prior FYs"
"13080314","50.00","Prior FYs"
"13080315","40000.00","Prior FYs"
"13080315","10000.00","Prior FYs"
"13080315","10000.00","Prior FYs"
"13080315","10000.00","Prior FYs"
"13080315","10000.00","Prior FYs"
"13080316","40000.00","Prior FYs"
"13080316","10000.00","Prior FYs"
"13080316","10000.00","Prior FYs"
"13080316","10000.00","Prior FYs"
"13080316","10000.00","Prior FYs"
"13080317","25.00","Prior FYs"
"13080317","50.00","Prior FYs"
"13080317","25.00","Prior FYs"
"13080516","40.00","Prior FYs"
"13082188","100.00","Prior FYs"
"13082188","120.00","Prior FYs"
"13082188","120.00","Prior FYs"
"13082188","100.00","Prior FYs"
"13082188","140.00","Prior FYs"
"13082188","120.00","Prior FYs"
"13082188","100.00","Prior FYs"
"13057598","25.00","Prior FYs"
"13057598","25.00","Prior FYs"
"13057598","25.00","Prior FYs"
"13080340","50.00","Prior FYs"
"13080340","50.00","Prior FYs"
"13080340","150.00","Prior FYs"
"13080340","150.00","Prior FYs"
"13080340","50.00","Prior FYs"
"13080340","50.00","Prior FYs"
"13080340","50.00","Prior FYs"
"13080340","50.00","Prior FYs"
"12034661","50.00","Prior FYs"
"12034661","50.00","Prior FYs"
"12034661","150.00","Prior FYs"
"13081073","1000.00","Prior FYs"
"12034635","119.00","Prior FYs"
"13184762","100.00","Prior FYs"
"13184762","100.00","Prior FYs"
"13184762","100.00","Prior FYs"
"12670140","25.00","Prior FYs"
"12670140","25.00","Prior FYs"
"12670140","25.00","Prior FYs"
"12670140","25.00","Prior FYs"
"12670140","25.00","Prior FYs"
"12670140","25.00","Prior FYs"
"12670140","25.00","Prior FYs"
"12670140","25.00","Prior FYs"
"12670140","25.00","Prior FYs"
"12670140","25.00","Prior FYs"
"12670140","25.00","Prior FYs"
"12670140","25.00","Prior FYs"
"12670140","25.00","Prior FYs"
"12670140","25.00","Prior FYs"
"12035600","10.00","Prior FYs"
"12035600","30.00","Prior FYs"
"12035600","10.00","Prior FYs"
"12035600","40.00","Prior FYs"
"12035600","30.00","Prior FYs"
"12035600","25.00","Prior FYs"
"12035600","30.00","Prior FYs"
"12035600","40.00","Prior FYs"
"12035600","25.00","Prior FYs"
"12035600","40.00","Prior FYs"
"12035600","40.00","Prior FYs"
"12035600","30.00","Prior FYs"
"12035600","30.00","Prior FYs"
"12035600","40.00","Prior FYs"
"12035600","25.00","Prior FYs"
"12035600","40.00","Prior FYs"
"12035600","40.00","This FY"
"12035600","29.00","This FY"
"12341763","100.00","Prior FYs"
"13229160","25.00","Prior FYs"
"13229160","25.00","Prior FYs"
"12835583","60.00","Prior FYs"
"13229496","80.00","Prior FYs"
"13090006","130.00","Prior FYs"
"13090006","100.00","Prior FYs"
"13090006","100.00","Prior FYs"
"13090006","100.00","Prior FYs"
"13090006","130.00","Prior FYs"
"13090006","130.00","Prior FYs"
"13090006","130.00","Prior FYs"
"13090006","250.00","Prior FYs"
"13090006","250.00","Prior FYs"
"13090006","250.00","Prior FYs"
"13090006","250.00","Prior FYs"
"13090006","250.00","Prior FYs"
"13090006","250.00","Prior FYs"
"13090006","250.00","Prior FYs"
"13090006","130.00","Prior FYs"
"13090006","130.00","Prior FYs"
"13090006","150.00","Prior FYs"
"13090006","250.00","Prior FYs"
"13090006","300.00","This FY"
"13229497","60.00","Prior FYs"
"13229492","60.00","Prior FYs"
"12841996","40.00","Prior FYs"
"13229498","10.00","Prior FYs"
"13229498","20.00","Prior FYs"
"13229498","40.00","Prior FYs"
"13229498","50.00","Prior FYs"
"13229498","50.00","Prior FYs"
"13229498","20.00","Prior FYs"
"13229498","25.00","Prior FYs"
"13229498","40.00","Prior FYs"
"13229498","120.00","Prior FYs"
"13229498","50.00","Prior FYs"
"13081495","50.00","Prior FYs"
"13081495","50.00","Prior FYs"
"12842001","25.00","Prior FYs"
"12842001","500.00","Prior FYs"
"12761089","50.00","Prior FYs"
"12842002","500.00","Prior FYs"
"12842002","25.00","Prior FYs"
"13082822","1800.00","Prior FYs"
"13089808","150.00","Prior FYs"
"13089808","100.00","Prior FYs"
"13089808","125.00","Prior FYs"
"13089808","300.00","Prior FYs"
"13089808","100.00","Prior FYs"
"13089808","200.00","Prior FYs"
"13089808","600.00","Prior FYs"
"13089808","400.00","Prior FYs"
"13089808","750.00","Prior FYs"
"13089808","750.00","Prior FYs"
"13089808","1000.00","Prior FYs"
"13089808","1000.00","Prior FYs"
"13089808","1000.00","Prior FYs"
"13089808","1000.00","Prior FYs"
"13089808","1300.00","Prior FYs"
"13089808","1300.00","Prior FYs"
"13089808","200.00","Prior FYs"
"13089808","1300.00","Prior FYs"
"13089808","1300.00","Prior FYs"
"13093615","200.00","Prior FYs"
"13093615","100.00","Prior FYs"
"13093615","100.00","Prior FYs"
"13093615","100.00","Prior FYs"
"13093615","100.00","Prior FYs"
"13093615","150.00","Prior FYs"
"13093615","100.00","Prior FYs"
"13093615","150.00","Prior FYs"
"13090494","10000.00","Prior FYs"
"13090494","15000.00","Prior FYs"
"13090494","10000.00","Prior FYs"
"13090494","5000.00","Prior FYs"
"13082174","25.00","Prior FYs"
"13168159","6000.00","Prior FYs"
"13168159","1041.47","Prior FYs"
"13168159","1041.67","Prior FYs"
"13168159","1041.67","Prior FYs"
"13168159","791.85","Prior FYs"
"13168159","1041.67","Prior FYs"
"13168159","1041.67","Prior FYs"
"13168159","5000.00","Prior FYs"
"13168159","3590.86","This FY"
"13168159","5000.00","Prior FYs"
"13168159","159.14","This FY"
"13168159","250.00","This FY"
"13168159","250.00","This FY"
"13168159","250.00","This FY"
"13168159","250.00","This FY"
"13168159","250.00","This FY"
"13168159","3590.86","This FY"
"13168159","5000.00","Prior FYs"
"13168159","3590.86","This FY"
"13081984","5220.42","Prior FYs"
"13082395","50.00","Prior FYs"
"13091164","50.00","Prior FYs"
"13091164","25.00","Prior FYs"
"13091164","50.00","Prior FYs"
"13091164","50.00","Prior FYs"
"13091164","25.00","Prior FYs"
"13091164","35.00","Prior FYs"
"13091164","35.00","Prior FYs"
"13091164","25.00","Prior FYs"
"13091164","35.00","Prior FYs"
"13091164","50.00","Prior FYs"
"13091164","50.00","Prior FYs"
"13091164","75.00","Prior FYs"
"13091164","150.00","Prior FYs"
"13091164","25.00","Prior FYs"
"13091164","75.00","Prior FYs"
"13091164","25.00","Prior FYs"
"13091164","100.00","Prior FYs"
"13091164","25.00","Prior FYs"
"13091164","25.00","Prior FYs"
"12037970","25.00","Prior FYs"
"13229685","40.00","Prior FYs"
"13229685","500.00","Prior FYs"
"13229685","500.00","Prior FYs"
"13081509","100.00","Prior FYs"
"13094425","25.00","Prior FYs"
"13093475","50.00","Prior FYs"
"13093054","25.00","Prior FYs"
"13093054","25.00","Prior FYs"
"13093863","30.00","Prior FYs"
"13093863","50.00","Prior FYs"
"13093863","20.00","Prior FYs"
"13093863","50.00","Prior FYs"
"13093863","100.00","Prior FYs"
"13093863","100.00","Prior FYs"
"13091872","30.00","Prior FYs"
"13090330","25.00","Prior FYs"
"13090330","10.00","Prior FYs"
"13082550","100.00","Prior FYs"
"12756840","50.00","Prior FYs"
"12034665","4887.40","Prior FYs"
"13089218","25.00","Prior FYs"
"13089218","25.00","Prior FYs"
"13089218","25.00","Prior FYs"
"13089218","25.00","Prior FYs"
"13089218","25.00","Prior FYs"
"13089218","25.00","Prior FYs"
"13337199","120.00","Prior FYs"
"13089951","30.00","Prior FYs"
"13090244","20.08","Prior FYs"
"12767038","100.00","Prior FYs"
"12767038","100.00","Prior FYs"
"13338926","100.00","Prior FYs"
"13338926","100.00","Prior FYs"
"13338926","100.00","Prior FYs"
"13338926","59.00","Prior FYs"
"12761096","200.00","Prior FYs"
"13094473","20.00","Prior FYs"
"13080351","4887.40","Prior FYs"
"12528446","35.00","Prior FYs"
"12528446","35.00","Prior FYs"
"13093406","73907.00","Prior FYs"
"13093505","100.00","Prior FYs"
"13093505","100.00","Prior FYs"
"12237744","10.00","Prior FYs"
"12515613","70.00","Prior FYs"
"12515614","70.00","Prior FYs"
"12237749","25.00","Prior FYs"
"13089810","10.00","Prior FYs"
"13093979","150.00","Prior FYs"
"13093979","150.00","Prior FYs"
"13093979","375.00","Prior FYs"
"13093979","125.00","Prior FYs"
"13093979","100.00","Prior FYs"
"13093979","150.00","Prior FYs"
"13093979","150.00","Prior FYs"
"13093979","150.00","Prior FYs"
"12520727","1000.00","Prior FYs"
"12520727","29215.00","Prior FYs"
"12520727","4027.14","Prior FYs"
"12520727","95972.86","Prior FYs"
"12520727","100000.00","Prior FYs"
"12520727","101523.14","Prior FYs"
"12520727","100000.00","Prior FYs"
"12520737","200.00","Prior FYs"
"12520747","200.00","Prior FYs"
"13092952","110.00","Prior FYs"
"13092952","250.00","Prior FYs"
"13092952","300.00","Prior FYs"
"13092952","300.00","Prior FYs"
"13230318","5.00","Prior FYs"
"13230318","10.00","Prior FYs"
"13230318","10.00","Prior FYs"
"13230318","10.00","Prior FYs"
"13230318","10.00","Prior FYs"
"13093172","35.00","Prior FYs"
"13091474","25.00","Prior FYs"
"13091474","25.00","Prior FYs"
"12763562","30000.00","Prior FYs"
"12763562","10000.00","Prior FYs"
"12763562","10000.00","Prior FYs"
"12763562","30000.00","Prior FYs"
"12763562","30000.00","Prior FYs"
"13082327","75.00","Prior FYs"
"13082327","200.00","Prior FYs"
"13082483","100.00","Prior FYs"
"13082483","100.00","Prior FYs"
"13082483","100.00","Prior FYs"
"13082483","75.00","Prior FYs"
"13091533","120.00","Prior FYs"
"12036321","50.00","Prior FYs"
"13089280","100.00","Prior FYs"
"13230396","20.00","Prior FYs"
"13230396","20.00","Prior FYs"
"13230396","200.00","Prior FYs"
"13230396","100.00","Prior FYs"
"13230412","110.00","Prior FYs"
"12843484","200.00","Prior FYs"
"12536471","20.08","Prior FYs"
"13337745","100.00","Prior FYs"
"13337745","100.00","Prior FYs"
"13337745","100.00","Prior FYs"
"13337745","100.00","Prior FYs"
"13337745","100.00","Prior FYs"
"13337745","100.00","Prior FYs"
"12840679","25.00","Prior FYs"
"12043627","50.00","Prior FYs"
"12043627","125.00","Prior FYs"
"12346109","92.00","Prior FYs"
"13058395","20.00","Prior FYs"
"13058395","12.00","Prior FYs"
"13058395","100.00","Prior FYs"
"12057443","35.00","Prior FYs"
"12057443","35.00","Prior FYs"
"13057668","40.00","Prior FYs"
"13057669","40.00","Prior FYs"
"12535482","50.00","Prior FYs"
"13229569","50.00","Prior FYs"
"12042649","25.00","Prior FYs"
"12042649","50.00","Prior FYs"
"12042649","50.00","Prior FYs"
"12042649","50.00","Prior FYs"
"12042649","75.00","Prior FYs"
"13338287","250.00","Prior FYs"
"13338287","100.00","Prior FYs"
"13338287","100.00","Prior FYs"
"13338287","100.00","Prior FYs"
"13338288","100.00","Prior FYs"
"13338288","100.00","Prior FYs"
"13338288","250.00","Prior FYs"
"13338288","100.00","Prior FYs"
"13338431","150.00","Prior FYs"
"13338431","150.00","Prior FYs"
"13230335","25.00","Prior FYs"
"13230335","50.00","Prior FYs"
"12057422","50.00","Prior FYs"
"12057422","50.00","Prior FYs"
"12057422","40.00","Prior FYs"
"13338519","100.00","Prior FYs"
"13338538","1000.00","Prior FYs"
"13057670","40.00","Prior FYs"
"12835607","40.00","Prior FYs"
"12835608","40.00","Prior FYs"
"12057445","200.00","Prior FYs"
"13057585","50.00","Prior FYs"
"13057733","10.00","Prior FYs"
"13309027","100.00","Prior FYs"
"13309027","100.00","Prior FYs"
"13309027","100.00","Prior FYs"
"13057587","50.00","Prior FYs"
"13338987","93.00","Prior FYs"
"13339003","1.00","Prior FYs"
"13339003","1.00","Prior FYs"
"13339003","20.00","Prior FYs"
"13339003","20.08","Prior FYs"
"12057428","20.00","Prior FYs"
"12057428","20.00","Prior FYs"
"12057428","30.00","Prior FYs"
"12043680","50.00","Prior FYs"
"13341116","105.00","Prior FYs"
"13337961","25.00","Prior FYs"
"13337961","25.00","Prior FYs"
"13337961","25.00","Prior FYs"
"13337961","25.00","Prior FYs"
"13338176","50.00","Prior FYs"
"13338176","60.00","Prior FYs"
"12057311","19500.00","Prior FYs"
"13338993","100.00","Prior FYs"
"13338993","60.00","Prior FYs"
"13338993","60.00","Prior FYs"
"13338993","100.00","Prior FYs"
"13338993","100.00","Prior FYs"
"13338993","150.00","Prior FYs"
"13338993","150.00","Prior FYs"
"13338993","150.00","Prior FYs"
"13338993","50.00","Prior FYs"
"13338993","200.00","Prior FYs"
"13338993","140.00","Prior FYs"
"13338993","141.00","Prior FYs"
"13338993","150.00","Prior FYs"
"13185641","100.00","Prior FYs"
"13185641","25.00","Prior FYs"
"13057548","50.00","Prior FYs"
"12057429","25.00","Prior FYs"
"12057429","50.00","Prior FYs"
"12057429","100.00","Prior FYs"
"12670649","25.00","Prior FYs"
"12670649","30.00","Prior FYs"
"12670649","25.00","Prior FYs"
"12670649","30.00","Prior FYs"
"12670649","25.00","Prior FYs"
"12670649","25.00","Prior FYs"
"12670649","25.00","Prior FYs"
"12670649","15.00","Prior FYs"
"12670649","25.00","Prior FYs"
